class_name,roc_auc
alicate_corte,0.8695081010071521
calibrador,0.9673295454545455
cutter,0.9442192192192193
destornillador_chico_plano,0.7070500656838419
llave_chica_mixta,0.9976115650534255
llave_regulable,0.9401547219384032
pelacables,0.8463213213213213
wincha,0.9261261261261262
