class_name,average_precision
alicate_corte,0.7461383890842268
calibrador,0.9454365079365079
cutter,0.8121537026309016
destornillador_chico_plano,0.49078341013824883
llave_chica_mixta,0.9863367021263685
llave_regulable,0.8327625563418645
pelacables,0.7167382510986966
wincha,0.8738205467372135
