class_name,roc_auc
alicate_corte,0.9296453072544154
calibrador,0.9947443181818182
cutter,0.9740240240240241
destornillador_chico_plano,0.9226390307984235
llave_chica_mixta,0.9963544940289125
llave_regulable,0.9798569551890235
pelacables,0.9756756756756756
wincha,0.9914414414414414
