class_name,average_precision
alicate_corte,0.8034363602312872
calibrador,0.9761704254624605
cutter,0.8740869041189907
destornillador_chico_plano,0.8751313661940824
llave_chica_mixta,0.9830122844008623
llave_regulable,0.9105436101281428
pelacables,0.9125728950343507
wincha,0.9632821032922452
