class_name,roc_auc
alicate_corte,0.9404466501240695
calibrador,0.9940340909090909
cutter,0.9809309309309309
destornillador_chico_plano,0.9370894759889067
llave_chica_mixta,0.9978629792583281
llave_regulable,0.9843818420668515
pelacables,0.9686186186186185
wincha,0.9873873873873873
