class_name,average_precision
alicate_corte,0.7999357732041303
calibrador,0.97449952181555
cutter,0.9009266376457523
destornillador_chico_plano,0.8841325745065707
llave_chica_mixta,0.9886860663950445
llave_regulable,0.9228716631511464
pelacables,0.9196325169834297
wincha,0.9523713940585663
