class_name,roc_auc
alicate_corte,0.9573784848927165
calibrador,0.9829545454545455
cutter,0.9777777777777779
destornillador_chico_plano,0.9767917092395272
llave_chica_mixta,0.9979886863607794
llave_regulable,0.9729966428258647
pelacables,0.9445945945945947
wincha,0.9936936936936938
