class_name,average_precision
alicate_corte,0.8726753424422841
calibrador,0.9463426777365563
cutter,0.8716549807696076
destornillador_chico_plano,0.9176828025497297
llave_chica_mixta,0.986858578432743
llave_regulable,0.8793641253440854
pelacables,0.8479645176785857
wincha,0.9727102963607076
