class_name,roc_auc
alicate_corte,0.9703692891548679
calibrador,0.9767045454545454
cutter,0.9825825825825826
destornillador_chico_plano,0.9712450737118669
llave_chica_mixta,0.9964802011313639
llave_regulable,0.9734345351043643
pelacables,0.9367867867867868
wincha,0.995045045045045
