class_name,average_precision
alicate_corte,0.8968002722558109
calibrador,0.9417432695485481
cutter,0.8998784410974916
destornillador_chico_plano,0.8975582800966708
llave_chica_mixta,0.9813450674027226
llave_regulable,0.8791058315709004
pelacables,0.8358685357270065
wincha,0.9761051617655392
