class_name,svm_calibrated,rf,logreg,lightgbm,extratrees,xgboost,catboost,gradientboosting,adaboost,knn,naivebayes
alicate_corte,0.8034363602312872,0.8717760024344072,0.7999357732041303,0.8726753424422841,0.8882798646834941,0.8968002722558109,0.8563854450409667,0.8249501910423738,0.47479451937974193,0.7461383890842268,0.5605090622215838
calibrador,0.9761704254624605,0.9387194549968628,0.97449952181555,0.9463426777365563,0.9527364035279074,0.9417432695485481,0.8965561988622076,0.9270263726154214,0.7948323541323108,0.9454365079365079,0.7248558498023863
cutter,0.8740869041189907,0.8357593579567131,0.9009266376457523,0.8716549807696076,0.8391398727065376,0.8998784410974916,0.8642512370242058,0.7862010857358386,0.4559703871561952,0.8121537026309016,0.396819026099683
destornillador_chico_plano,0.8751313661940824,0.8894870696053512,0.8841325745065707,0.9176828025497297,0.9354701594520904,0.8975582800966708,0.8645540455978099,0.8621001453767738,0.6970492255637128,0.49078341013824883,0.36043852337800464
llave_chica_mixta,0.9830122844008623,0.9858495001257519,0.9886860663950445,0.986858578432743,0.9999999999999996,0.9813450674027226,0.9819362110462226,0.9504452493195685,0.889063624933677,0.9863367021263685,0.7512865996114845
llave_regulable,0.9105436101281428,0.8718130660028932,0.9228716631511464,0.8793641253440854,0.8834746657908874,0.8791058315709004,0.7481973084151422,0.7729018214974573,0.3855987002799671,0.8327625563418645,0.48738842239370184
pelacables,0.9125728950343507,0.8290499358767319,0.9196325169834297,0.8479645176785857,0.8122082203428952,0.8358685357270065,0.7890522379724302,0.8074196026115428,0.7565884603818189,0.7167382510986966,0.7060167703028665
wincha,0.9632821032922452,0.9512859443294226,0.9523713940585663,0.9727102963607076,0.959231670093739,0.9761051617655392,0.9565664105389533,0.9561324175732357,0.894521064980334,0.8738205467372135,0.66340117702668
