class_name,average_precision
alicate_corte,0.8249501910423738
calibrador,0.9270263726154214
cutter,0.7862010857358386
destornillador_chico_plano,0.8621001453767738
llave_chica_mixta,0.9504452493195685
llave_regulable,0.7729018214974573
pelacables,0.8074196026115428
wincha,0.9561324175732357
