class_name,roc_auc
alicate_corte,0.9535834184790541
calibrador,0.9711647727272728
cutter,0.9566066066066067
destornillador_chico_plano,0.9565027003357174
llave_chica_mixta,0.9908233815210559
llave_regulable,0.9419062910524011
pelacables,0.9304804804804805
wincha,0.9830330330330331
