dim_1,dim_2,dim_3,class_name,split
5.5173063,-9.738937,3.126803,calibrador,train
5.198605,-10.164725,3.1775613,calibrador,train
5.3961496,-9.739328,3.1097648,calibrador,train
4.1017714,-10.403889,2.3796675,calibrador,train
4.2540708,-11.077858,3.7989364,calibrador,val
5.6782846,-10.037279,4.529711,calibrador,train
4.6143394,-10.858221,3.4644058,calibrador,train
4.46969,-11.329195,3.1009796,calibrador,train
4.786929,-11.7233515,2.7746902,calibrador,train
5.5489564,-9.707832,3.0040343,calibrador,train
6.689469,-9.687442,3.9591675,calibrador,train
5.676924,-10.924277,3.6771352,calibrador,train
4.19148,-10.916354,3.632581,calibrador,train
3.9730163,-10.434305,2.834248,calibrador,train
4.4651747,-11.3156395,3.371374,calibrador,val
4.773737,-10.495317,3.219651,calibrador,train
4.115441,-11.161125,3.6453197,calibrador,train
5.055522,-10.527157,3.328022,calibrador,train
6.5403795,-10.954844,2.9022129,calibrador,train
6.0771,-11.227234,2.6808953,calibrador,train
5.1013803,-10.150142,3.625627,calibrador,train
4.832593,-10.765953,1.781543,calibrador,val
4.485124,-10.154647,3.2323127,calibrador,train
4.5822797,-9.834562,3.6057732,calibrador,test
4.3246703,-10.584578,3.9039905,calibrador,test
4.184505,-11.288296,4.1340156,calibrador,test
4.2171125,-11.191539,4.1644144,calibrador,train
4.4288335,-10.261639,3.0229433,calibrador,train
4.8853445,-11.11202,4.11434,calibrador,val
4.7694035,-10.807047,3.3485436,calibrador,train
4.9241886,-10.744288,3.2485106,calibrador,val
5.057496,-10.692223,3.2726605,calibrador,train
4.107173,-10.414427,3.3203578,calibrador,train
4.1583147,-10.355516,3.4338882,calibrador,train
4.2872834,-10.00168,3.4109297,calibrador,train
6.4174533,-11.439857,3.9158208,calibrador,train
6.250045,-9.88621,2.3267066,calibrador,train
4.0283933,-10.459872,2.7565188,calibrador,val
4.604774,-10.912866,3.194778,calibrador,train
6.3736925,-10.109426,4.2621846,calibrador,train
4.7435436,-11.416384,4.0016875,calibrador,train
6.3685846,-9.7792,2.449475,calibrador,train
5.273747,-10.215919,4.2382274,calibrador,train
4.8433256,-10.2839,4.880086,calibrador,train
5.422921,-10.889255,4.4507127,calibrador,train
4.3418965,-10.781804,3.546371,calibrador,test
5.896578,-11.367215,2.9014173,calibrador,train
4.0725927,-10.413816,2.8792524,calibrador,train
4.399704,-10.461943,3.6452208,calibrador,test
4.2230754,-11.435637,2.6165392,calibrador,val
5.199084,-9.676145,3.931206,calibrador,train
5.742959,-10.719151,3.7699535,calibrador,test
6.458249,-10.936844,2.9232512,calibrador,test
6.389138,-10.982811,2.914991,calibrador,test
4.594619,-11.484987,1.6186745,calibrador,train
4.0232844,-11.362931,2.8262491,calibrador,train
5.2307134,-12.013053,2.5154922,calibrador,train
4.3713055,-11.080574,3.4577987,calibrador,val
6.141404,-11.923665,3.1515517,calibrador,train
4.462731,-10.152587,2.6524677,calibrador,train
6.5166626,-10.896017,2.9293196,calibrador,train
4.7237725,-10.739477,1.8267431,calibrador,train
4.349743,-11.049924,2.5096714,calibrador,train
5.525774,-10.314261,3.0958025,calibrador,train
6.3545303,-12.105021,3.1164744,calibrador,train
4.103415,-10.35675,2.339576,calibrador,train
4.025341,-10.389326,2.59537,calibrador,val
5.385235,-10.517583,3.894824,calibrador,train
4.5417128,-11.226484,3.789294,calibrador,val
4.614043,-10.799087,3.1839926,calibrador,train
4.6258492,-10.72396,3.2269197,calibrador,train
6.540263,-9.867864,3.787549,calibrador,test
4.517739,-10.931269,3.8802679,calibrador,train
4.202108,-11.281126,3.7746704,calibrador,train
4.0956006,-10.910131,3.83523,calibrador,train
4.4338326,-10.951034,4.040519,calibrador,train
6.800823,-10.862342,2.89661,calibrador,train
4.1479025,-10.533115,2.3305035,calibrador,train
4.098167,-10.544964,2.3178804,calibrador,test
4.108165,-10.616522,2.3206189,calibrador,test
5.5333166,-9.724086,3.0774865,calibrador,train
5.132596,-11.9124155,2.4738836,calibrador,train
4.014586,-10.4356985,2.7197201,calibrador,train
4.487939,-11.708211,2.9179251,calibrador,train
5.586221,-10.084117,4.550604,calibrador,train
5.5784497,-10.121896,4.5800443,calibrador,val
6.1822,-10.857105,2.9387279,calibrador,train
5.260282,-10.00724,2.3744485,calibrador,train
4.4670606,-11.0169525,2.5908563,calibrador,val
5.582387,-10.266506,3.111304,calibrador,val
5.0133348,-11.369959,4.3263144,calibrador,train
4.023277,-10.463854,2.5477426,calibrador,val
4.3608627,-11.226945,2.4442325,calibrador,train
4.4120264,-11.640781,2.7165968,calibrador,val
3.9398558,-10.376679,4.146227,calibrador,test
3.9874365,-10.386688,4.141273,calibrador,train
4.240263,-10.276024,4.377746,calibrador,train
5.4392033,-11.270551,4.5196905,calibrador,train
4.687992,-11.407267,4.1966286,calibrador,val
4.6660795,-11.381019,1.5955667,calibrador,test
4.6491528,-9.781009,3.5311787,calibrador,test
4.6514726,-9.806429,3.5784955,calibrador,train
4.782633,-9.652557,3.5324621,calibrador,test
4.5489726,-10.613342,3.903315,calibrador,test
3.976443,-10.445363,2.5270686,calibrador,train
4.825071,-10.420244,3.8353436,calibrador,train
5.6039076,-9.968297,4.4736605,calibrador,val
5.5324097,-9.904662,4.418466,calibrador,val
5.442611,-10.124772,4.6059966,calibrador,train
5.5873322,-9.909911,4.449597,calibrador,train
4.399291,-11.525164,2.5716803,calibrador,train
4.3678184,-10.485892,3.6295357,calibrador,train
4.12579,-10.544539,3.6841323,calibrador,train
5.7678027,-10.082703,3.027223,calibrador,val
4.2901564,-10.53735,4.253545,calibrador,train
4.2818794,-10.658005,3.581613,calibrador,test
4.9985604,-9.821744,2.3618243,calibrador,train
4.0639424,-10.843513,3.2138097,calibrador,train
4.5331955,-11.115958,3.8741596,calibrador,train
4.064307,-10.487524,3.9516416,calibrador,test
5.1091957,-10.543068,5.028485,calibrador,train
6.095525,-11.180894,3.0799556,calibrador,train
5.933125,-11.050877,2.8500235,calibrador,train
5.031379,-11.153782,4.090255,calibrador,train
5.8349442,-9.9258175,2.9893281,calibrador,train
4.4192815,-10.375985,4.714231,calibrador,val
4.4481845,-10.341276,4.7410917,calibrador,val
6.6131268,-11.213006,3.2334845,calibrador,test
4.0760016,-10.293171,3.0406802,calibrador,train
5.2596664,-10.880103,4.078737,calibrador,train
7.5191035,-10.272605,2.5506272,calibrador,train
4.5236645,-10.550905,3.4669888,calibrador,train
4.7566905,-10.328523,3.138234,calibrador,train
4.755753,-10.499566,3.429675,calibrador,train
5.7148643,-10.694682,3.4112191,calibrador,train
4.0380135,-10.875813,3.3917809,calibrador,train
4.0747857,-11.084019,3.4150534,calibrador,train
3.8290145,-10.449197,3.6082065,calibrador,train
3.7515216,-10.44494,3.5680578,calibrador,test
4.046741,-11.149684,3.4399393,calibrador,test
5.3695474,-11.683179,4.0018964,calibrador,train
4.7326827,-10.753571,1.8192005,calibrador,val
5.450173,-9.758561,2.9808385,calibrador,test
5.2505856,-9.730787,3.1569545,calibrador,test
5.5695024,-9.722094,3.0230403,calibrador,val
4.942318,-10.248821,4.640761,calibrador,train
4.8842573,-9.776978,3.9190712,calibrador,test
4.372379,-10.783224,3.8494375,calibrador,train
4.652902,-10.794312,1.8198147,calibrador,train
4.200988,-11.4401655,2.5458496,calibrador,train
5.557001,-10.041104,4.6377,calibrador,test
5.4713244,-11.173936,2.106832,calibrador,train
5.4313226,-10.702051,3.2039464,calibrador,train
4.7957883,-10.68217,1.8588355,calibrador,test
5.6289186,-10.245678,3.0865626,calibrador,train
4.258067,-9.991572,3.5357018,calibrador,train
4.0692415,-10.415284,3.749835,calibrador,train
4.285819,-11.241588,4.254576,calibrador,train
4.248383,-11.666361,4.182941,calibrador,test
4.284581,-11.636048,4.201985,calibrador,train
4.9457207,-9.738233,3.8949735,calibrador,train
4.7360377,-10.461574,3.3736477,calibrador,train
5.557571,-9.98519,4.663253,calibrador,val
5.5660276,-11.138883,3.8722017,calibrador,val
5.2945275,-11.730611,3.4505234,calibrador,train
7.397402,-11.637047,2.4505353,calibrador,train
4.897119,-10.777725,1.8151655,calibrador,train
5.794762,-9.934519,2.9556684,calibrador,train
4.182436,-11.603908,4.237581,calibrador,test
4.2268476,-11.5020895,2.5763664,calibrador,test
5.7912273,-10.45882,3.0517557,calibrador,train
4.897573,-10.166744,2.747963,cutter,test
6.7684684,-9.743194,4.079999,cutter,train
4.8761997,-10.4440975,5.079656,cutter,val
3.8749397,-10.939402,3.36208,cutter,train
4.9698243,-11.394824,4.619384,cutter,val
5.0402856,-11.448362,2.6812294,cutter,train
4.252684,-10.507701,2.7621074,cutter,train
4.657729,-11.187545,2.5830672,cutter,train
5.0570693,-9.847969,2.76946,cutter,train
4.6805725,-9.747288,2.444354,cutter,val
4.235213,-10.049828,2.5729597,cutter,train
6.7678375,-9.818921,4.129848,cutter,train
4.096518,-10.388706,4.3100142,cutter,train
5.1893992,-11.4205675,4.485803,cutter,val
5.022132,-11.420938,4.593363,cutter,train
5.388857,-11.355757,2.5409787,cutter,test
4.6258936,-10.815962,3.7148552,cutter,train
3.9903133,-10.888956,3.3621655,cutter,val
4.4993477,-10.652539,3.9112048,cutter,train
4.3910294,-10.520315,2.9263291,cutter,train
4.309104,-10.737215,3.7860093,cutter,train
5.0006976,-10.746629,4.3947573,cutter,test
4.9252334,-10.827423,4.5217896,cutter,train
4.8331876,-11.773942,3.9582305,cutter,val
5.652662,-11.626088,3.458466,cutter,train
4.4567804,-10.543724,2.6164258,cutter,train
4.2800713,-10.908842,3.4311802,cutter,train
3.9386382,-11.0890465,2.410577,cutter,train
4.0113635,-10.849716,3.1032734,cutter,test
6.411578,-9.968855,3.8064206,cutter,train
4.071814,-10.214122,4.3059134,cutter,train
5.7225704,-11.3512,4.46153,cutter,train
5.102385,-11.458913,4.6336904,cutter,test
6.009801,-11.495192,4.434,cutter,test
4.5378046,-9.829197,2.5891442,cutter,train
5.869359,-11.417477,2.623981,cutter,train
4.0348787,-10.717629,3.1678722,cutter,train
4.380899,-10.362385,3.1329157,cutter,train
5.3017006,-11.01669,3.9345503,cutter,test
4.89065,-10.4417,5.068089,cutter,train
5.784088,-11.671749,2.3757553,cutter,train
6.965945,-10.897813,3.5373645,cutter,train
4.3322134,-11.798975,3.1266081,cutter,train
5.327185,-11.252333,4.079227,cutter,train
4.9507313,-10.398147,5.1742296,cutter,train
4.33835,-11.657541,4.2119455,cutter,train
5.558028,-10.741645,4.7315583,cutter,test
5.9732,-10.6774025,4.008087,cutter,test
6.1468453,-10.458138,4.0648227,cutter,train
4.2364593,-11.078065,2.7509174,cutter,train
4.22926,-11.144822,2.8730104,cutter,train
6.604396,-10.395185,3.614995,cutter,train
4.344701,-10.582687,2.4415505,cutter,train
4.5405545,-11.883085,3.9096267,cutter,train
4.6894217,-10.324217,3.791112,cutter,train
5.938659,-11.223215,4.0303464,cutter,train
6.121513,-10.9957,2.2049468,cutter,train
4.7968855,-11.098397,3.6103165,cutter,test
4.772152,-10.959688,3.440355,cutter,train
4.6425166,-11.186304,3.9217327,cutter,train
5.403658,-11.256725,4.2566447,cutter,train
4.951646,-11.249939,3.8641937,cutter,val
7.09324,-11.173581,2.6044114,cutter,train
3.9988055,-11.489435,2.5248544,cutter,train
5.681699,-11.801674,4.380492,cutter,train
5.014489,-11.335985,4.658243,cutter,val
3.9632862,-11.378799,2.2776375,cutter,train
6.3053465,-10.920231,2.2889812,cutter,val
4.219318,-11.788369,3.104679,cutter,test
6.9547167,-10.760963,2.956029,cutter,train
4.398484,-11.667814,4.153043,cutter,val
7.840554,-10.634313,3.357682,cutter,val
4.1197615,-11.085558,2.9448328,cutter,train
4.102951,-11.097214,2.9320674,cutter,val
4.4172354,-10.105551,2.189993,cutter,train
4.433695,-10.151196,2.1494517,cutter,test
4.121164,-10.348744,4.3432198,cutter,val
6.1698794,-10.484545,2.9603162,cutter,val
5.586329,-9.797065,3.0720787,cutter,train
5.228535,-12.072945,2.6856465,cutter,train
4.4201045,-9.903099,3.2976894,cutter,train
6.5185823,-10.647674,4.2796245,cutter,train
5.911336,-11.015503,2.1012216,cutter,train
6.3744235,-10.723722,2.404273,cutter,val
4.7107487,-10.470996,4.999458,cutter,test
4.9568634,-10.424991,5.1127825,cutter,test
5.3125935,-10.34943,4.425019,cutter,train
4.9602737,-10.457463,5.210687,cutter,train
4.966648,-11.438349,4.6378865,cutter,test
5.105617,-11.495762,2.7437165,cutter,val
4.678085,-11.046036,3.604252,cutter,val
4.604465,-11.425685,1.7317034,cutter,train
4.3916545,-10.064386,2.212284,cutter,test
4.7526913,-10.520717,4.596644,cutter,test
5.874272,-11.195159,3.2802444,cutter,train
5.0196657,-10.768623,2.7736847,cutter,test
3.783134,-10.927919,3.1801128,cutter,train
6.355972,-10.401347,3.1685545,cutter,train
6.336427,-10.913772,3.785197,cutter,train
4.528224,-11.344768,2.3668308,cutter,test
5.057208,-10.089643,3.6002204,cutter,train
4.7972736,-11.506301,4.4994245,cutter,train
4.873938,-10.808276,1.9391627,cutter,train
4.8868113,-10.595897,4.1880794,cutter,train
4.136889,-11.938296,3.319882,cutter,train
3.9806564,-11.094495,2.408475,cutter,train
6.4275985,-10.105997,3.707823,cutter,val
5.219624,-11.941616,2.4722712,cutter,train
5.652156,-10.106597,4.45025,cutter,val
6.494811,-12.018323,3.0896947,cutter,train
5.229911,-10.106801,4.6392965,cutter,train
5.821336,-12.188923,3.2687974,cutter,train
4.7904587,-10.564839,2.8338034,cutter,train
4.8781643,-11.30716,3.502608,cutter,train
4.1295676,-11.003568,3.3574946,cutter,train
4.371469,-11.454693,1.7846806,cutter,train
5.2169194,-11.188127,3.755593,cutter,test
4.046624,-10.895082,3.4606209,cutter,test
6.464558,-11.441861,3.8483377,cutter,train
4.0503926,-10.9991665,3.658383,cutter,train
6.0010304,-11.389863,3.9678497,cutter,train
5.982546,-11.336451,4.0317693,cutter,test
4.1586924,-11.807334,3.544589,cutter,train
4.058287,-11.028356,3.6808405,cutter,train
4.0440726,-11.299073,3.7137425,cutter,val
5.7327256,-10.722604,3.1374052,cutter,test
5.7755985,-10.803757,3.2248013,cutter,train
7.7305694,-10.492067,3.4078102,cutter,train
4.7749076,-10.5441065,4.0652695,cutter,test
4.665907,-10.1085415,3.8081288,cutter,train
6.927168,-11.139872,4.506558,cutter,train
5.5132775,-11.572936,3.6553545,cutter,train
4.5329103,-11.542428,3.9424155,cutter,train
6.0348334,-10.236231,3.8624382,cutter,train
5.109068,-9.916988,4.3231373,cutter,val
5.7704716,-11.726634,4.345218,cutter,train
3.8201997,-10.879285,3.4181604,cutter,train
4.3989573,-10.158977,2.9519477,cutter,val
4.1678324,-10.858136,3.1457868,cutter,train
6.975973,-10.958227,2.134867,cutter,train
