dim_1,dim_2,dim_3,class_name,split
-0.9257619,1.2044988,-0.3163734,calibrador,test
-1.181361,-0.3815853,0.6179777,calibrador,test
0.8625756,0.42103636,0.14342622,calibrador,test
0.8906337,0.39156067,0.22664733,calibrador,train
-0.008166755,0.7148202,-1.071537,calibrador,train
-1.0753468,1.3777236,1.7681469,calibrador,val
-1.1624095,-0.08944777,-0.7991033,calibrador,train
-1.6085277,-0.18543798,-0.6312371,calibrador,val
-0.93116564,-0.7689378,-0.19894372,calibrador,train
-0.35747918,-0.034193564,-0.4016988,calibrador,train
-0.59662265,-0.09810126,-0.45772296,calibrador,train
0.23788777,1.165701,0.43062362,calibrador,train
-0.0514496,-0.7264767,0.7346693,calibrador,train
-0.0101276925,0.7436988,1.4972649,calibrador,train
0.3677289,-0.69996375,0.7698378,calibrador,val
-0.64259547,-0.10735452,0.18348622,calibrador,train
-1.0378923,1.0247478,0.14242165,calibrador,train
0.41017237,-0.9248781,0.63064057,calibrador,train
-0.663293,-0.42917764,-0.23814692,calibrador,train
0.6873696,-0.5838584,-0.399382,calibrador,train
0.09683379,-0.074442305,-0.14189659,calibrador,train
0.21727376,0.2603597,0.21374257,calibrador,train
-0.6892276,0.038044907,-0.16366474,calibrador,test
0.1274863,0.034962837,-0.051821765,calibrador,train
0.30013806,-0.054029167,0.6965912,calibrador,train
-1.0510327,-0.65174204,0.4547904,calibrador,test
2.8477201,0.24350451,1.5829147,calibrador,val
-1.7415004,-0.0027870398,-0.72102123,calibrador,train
-1.2187182,-3.107266,-0.52743405,calibrador,test
2.0451834,2.0946033,-0.39855996,calibrador,test
2.1246371,2.0445204,-1.0739107,calibrador,test
-0.2715274,0.861631,1.3006094,calibrador,train
0.7655096,-0.53693974,1.1568456,calibrador,train
0.37500426,1.0626291,1.3736705,calibrador,train
-0.517299,-0.4428386,1.6546534,calibrador,val
0.93149215,0.27477357,1.2217867,calibrador,train
0.20808251,0.9803358,-0.37191233,calibrador,train
1.4520494,-0.11473585,1.1278667,calibrador,train
-0.66959643,-0.8666871,1.7529173,calibrador,train
0.60134107,-0.33546245,2.1663623,calibrador,train
-0.23580109,1.3028578,-0.8309345,calibrador,train
0.9989713,-0.009698464,-1.7576845,calibrador,train
0.7191257,-0.030513003,0.5650496,calibrador,train
0.7463219,-1.0473143,1.4542028,calibrador,val
-0.0056008487,-0.03683608,0.23012926,calibrador,train
1.3687892,0.1424343,0.19191743,calibrador,val
-0.35522088,0.017705878,0.52317774,calibrador,train
-0.2367439,0.0052580284,0.43249413,calibrador,train
-0.40443236,1.4592566,0.57767504,calibrador,test
0.5980555,-0.47418568,0.5044018,calibrador,train
0.49810135,0.14509022,0.06638711,calibrador,train
0.42507285,0.07942197,-0.27683073,calibrador,train
0.16381763,0.19967572,-0.44827968,calibrador,train
1.2462696,0.88121754,1.2046559,calibrador,train
0.026597762,1.4971724,0.5466359,calibrador,train
0.04498046,1.1201149,0.7823245,calibrador,test
0.015844347,1.1706738,0.66320294,calibrador,test
1.083088,-0.9497394,1.5439034,calibrador,train
-1.0865151,0.0690459,0.85787165,calibrador,train
0.240145,-0.38875553,1.1905209,calibrador,train
0.62661564,0.39196914,-0.029964447,calibrador,train
3.6771467,2.3528807,-1.6825962,calibrador,train
3.8030088,1.820236,-1.8675112,calibrador,val
-0.84709096,-0.64541715,0.5772084,calibrador,train
-0.7080149,0.24868089,-0.28948107,calibrador,train
-0.06630727,-1.4855043,2.175897,calibrador,val
-1.567338,0.48210388,0.23016186,calibrador,val
0.8724362,0.098048285,-1.1322697,calibrador,train
1.0842626,-0.13827443,0.7271525,calibrador,val
1.1242106,-0.4051587,0.5462999,calibrador,train
