class_name,average_precision
alicate_corte,0.47479451937974193
calibrador,0.7948323541323108
cutter,0.4559703871561952
destornillador_chico_plano,0.6970492255637128
llave_chica_mixta,0.889063624933677
llave_regulable,0.3855987002799671
pelacables,0.7565884603818189
wincha,0.894521064980334
