class_name,roc_auc
alicate_corte,0.966866150926872
calibrador,0.9866477272727272
cutter,0.9816816816816817
destornillador_chico_plano,0.9855495548095169
llave_chica_mixta,1.0
llave_regulable,0.9708071814333673
pelacables,0.9214714714714715
wincha,0.9795795795795796
