class_name,average_precision
alicate_corte,0.8882798646834941
calibrador,0.9527364035279074
cutter,0.8391398727065376
destornillador_chico_plano,0.9354701594520904
llave_chica_mixta,0.9999999999999996
llave_regulable,0.8834746657908874
pelacables,0.8122082203428952
wincha,0.959231670093739
