class_name,roc_auc
alicate_corte,0.8398773901620202
calibrador,0.9339488636363635
cutter,0.6872372372372373
destornillador_chico_plano,0.7631002773317763
llave_chica_mixta,0.9346951602765557
llave_regulable,0.8114143920595533
pelacables,0.8671171171171171
wincha,0.8840840840840841
