class_name,average_precision
alicate_corte,0.5605090622215838
calibrador,0.7248558498023863
cutter,0.396819026099683
destornillador_chico_plano,0.36043852337800464
llave_chica_mixta,0.7512865996114845
llave_regulable,0.48738842239370184
pelacables,0.7060167703028665
wincha,0.66340117702668
