class_name,average_precision
alicate_corte,0.8717760024344072
calibrador,0.9387194549968628
cutter,0.8357593579567131
destornillador_chico_plano,0.8894870696053512
llave_chica_mixta,0.9858495001257519
llave_regulable,0.8718130660028932
pelacables,0.8290499358767319
wincha,0.9512859443294226
