class_name,average_precision
alicate_corte,0.8563854450409667
calibrador,0.8965561988622076
cutter,0.8642512370242058
destornillador_chico_plano,0.8645540455978099
llave_chica_mixta,0.9819362110462226
llave_regulable,0.7481973084151422
pelacables,0.7890522379724302
wincha,0.9565664105389533
