class_name,roc_auc
alicate_corte,0.961465479492045
calibrador,0.9595170454545455
cutter,0.9729729729729729
destornillador_chico_plano,0.9454094292803971
llave_chica_mixta,0.9963544940289126
llave_regulable,0.9305210918114144
pelacables,0.9262762762762762
wincha,0.9777777777777777
